# Type Ia supernovae from the Pantheon+ / SH0ES compilation, one row per SN.
# Source: Scolnic et al. 2022 (ApJ 938, 113) and Brout et al. 2022 (ApJ 938, 110),
#   file Pantheon+SH0ES.dat from the Pantheon+ Data Release
#   (https://github.com/PantheonPlusSH0ES/DataRelease). Downloaded 2026-08-17.
#
# 1543 unique supernovae (the release lists 1,701 light curves of 1,550
#   distinct events; a handful of names collide across surveys and collapse here
#   to the fit with the smallest peak-magnitude error). 43 sit in hosts with a Cepheid distance.
#
# z_hd is the Hubble-diagram redshift (CMB-frame, with a peculiar-velocity
#   correction). peak_mb, stretch_x1 and salt_color are the SALT2 light-curve
#   parameters: peak B magnitude, stretch, and colour. mu_sh0es is the
#   stretch-and-colour-corrected distance modulus whose zero point is set by
#   the SH0ES Cepheid hosts — the second rung, standing on the first.
# cepheid_mu is the geometric Cepheid modulus of the host when there is one,
#   blank otherwise. is_calibrator is 1 for those hosts.
# mu_sh0es_err is the diagonal of the covariance, for plotting only; cosmology
#   fits must use the full matrix, which is not committed here.
name,z_hd,z_hd_err,peak_mb,peak_mb_err,stretch_x1,stretch_x1_err,salt_color,mu_sh0es,mu_sh0es_err,is_calibrator,cepheid_mu,ra_deg,dec_deg
1316,0.21578,0.00101,20.6589,0.0750052,0.68739,0.68654,-0.098723,40.2253,0.258716,0,,334.864,0.4945
1316385,0.14737,0.00108,19.5986,0.0458282,1.29208,0.25339,-0.011258,39.0154,0.197495,0,,53.526,-27.6321
1316431,0.19828,0.0051,20.254,0.0387095,1.29871,0.1308,-0.092458,39.8879,0.174409,0,,42.2394,-0.4084
1316437,0.47204,0.00515,22.8945,0.0590306,-0.00518,0.6056,0.030698,42.0374,0.25691,0,,42.5626,-0.745
1316465,0.32907,0.00122,21.7083,0.0283374,0.43224,0.10403,-0.027196,41.0566,0.165152,0,,52.7975,-27.9593
1317277,0.23721,0.00115,21.2497,0.0407503,-1.40015,0.3176,0.026504,40.2245,0.203948,0,,35.9031,-5.4815
1317286,0.28207,0.00511,21.0224,0.031726,0.72832,0.15847,-0.100205,40.5986,0.166629,0,,36.0079,-6.8106
1317454,0.56879,0.00517,23.099,0.0465839,-0.270974,0.56796,0.046238,42.2407,0.262337,0,,8.0244,-42.6662
1317666,0.14134,0.00107,20.1943,0.0415679,-0.139994,0.10639,0.067004,39.1237,0.260864,0,,36.7711,-5.0031
1319366,0.23494,0.00114,20.6835,0.0349923,1.38593,0.20107,-0.029217,40.158,0.183242,0,,41.4955,-1.0881
1319821,0.30878,0.0012,21.5823,0.0378362,-0.495911,0.2234,-0.097956,40.9954,0.152417,0,,53.3579,-29.4719
1320166,0.44891,0.00514,22.6239,0.0483769,0.36335,0.48433,-0.032993,41.9875,0.215648,0,,9.3464,-43.8719
1322229,0.5262,0.00137,22.8197,0.0387566,1.17957,0.58579,0.007527,42.1702,0.223271,0,,35.9264,-4.0189
1322979,0.52937,0.00516,22.8123,0.0263923,0.062978,0.22362,-0.09353,42.2913,0.141023,0,,52.0693,-28.0637
1324542,0.54152,0.00138,23.0556,0.045449,0.39642,0.61571,-0.073277,42.53,0.24247,0,,53.8952,-29.048
1325358,0.77929,0.00522,23.6798,0.0446282,0.16641,0.68853,0.005263,43.0395,0.311092,0,,52.2841,-28.9516
13254,0.18004,0.00098,20.9102,0.0596756,0.52413,0.58859,0.099535,39.9979,0.268081,0,,42.0587,-0.347
1327978,0.20691,0.00112,20.7895,0.0506351,0.02184,0.57854,0.045412,39.9225,0.279831,0,,8.28,-44.1402
1328066,0.44886,0.00514,22.2319,0.0557564,0.76252,0.4469,-0.133767,41.8853,0.221814,0,,7.3173,-42.0522
1328105,0.44149,0.0013,22.2623,0.0494321,0.11357,0.42447,-0.05447,41.6823,0.183572,0,,8.1871,-43.5769
1329166,0.73161,0.00153,23.751,0.0416583,0.12272,0.35613,-0.051109,43.1799,0.196424,0,,52.3035,-28.9116
1329196,0.76932,0.00521,23.7114,0.0327729,0.49328,0.28255,-0.072879,43.2168,0.162741,0,,53.0758,-28.9065
1329312,0.34487,0.00123,22.0259,0.0444529,-1.42584,0.33327,-0.063723,41.2333,0.171671,0,,36.2633,-5.5418
1329615,0.40368,0.00127,22.3792,0.0535749,-0.472817,0.55457,-0.013501,41.616,0.213828,0,,35.4427,-5.6398
1330426,0.25952,0.00511,20.7837,0.0300759,1.27608,0.11907,-0.103946,40.442,0.169977,0,,53.9704,-28.6924
13305,0.2135,0.00101,20.6031,0.0449017,1.02285,0.30517,-0.007886,40.0218,0.16528,0,,331.1,0.6912
1330642,0.63399,0.00145,23.0164,0.0399171,1.05101,0.31482,-0.094591,42.5972,0.147609,0,,37.0406,-4.0471
1330903,0.56437,0.0014,23.0791,0.0574092,-0.091575,0.60804,-0.057212,42.4881,0.207587,0,,41.1163,-0.645
1331123,0.2215,0.00113,21.1651,0.0368231,-1.59703,0.20042,-0.005601,40.1937,0.166162,0,,8.0363,-42.5542
1331993,0.71968,0.00152,23.6412,0.045755,0.40279,0.40316,-0.092282,43.1638,0.204549,0,,35.9718,-4.4593
1332059,0.57891,0.00517,22.9102,0.0563532,0.20553,0.48811,-0.171461,42.5317,0.231686,0,,40.8651,-1.2774
1332413,0.60878,0.00518,22.9775,0.0530208,1.20129,0.50416,-0.123224,42.6179,0.230751,0,,36.2749,-5.853
1333246,0.43783,0.0013,22.7864,0.10266,1.74637,0.87162,0.1309,41.882,0.356877,0,,41.384,-0.0616
1333438,0.39944,0.00127,22.6147,0.0628337,0.53931,0.4807,0.096328,41.7119,0.28782,0,,52.3525,-28.9967
1334084,0.13366,0.00107,20.0142,0.0845193,-0.905296,0.35417,0.071312,38.8266,0.283718,0,,41.734,-0.6906
1334087,0.2664,0.00117,20.9072,0.0522476,0.68288,0.36944,-0.010845,40.2901,0.264978,0,,41.0084,-0.4674
1334302,0.45458,0.00131,22.5819,0.0476445,-1.04445,0.52465,-0.032485,41.7873,0.209236,0,,7.3673,-43.3882
1334423,0.358,0.00124,22.037,0.0462512,0.8681,0.37997,0.003317,41.3539,0.215252,0,,42.2137,-0.1522
1334470,0.51883,0.00516,22.8363,0.0527323,0.99517,0.57667,-0.001176,42.1949,0.250421,0,,35.0537,-4.9472
1334597,0.28905,0.00511,21.2315,0.031045,0.55025,0.10004,-0.057558,40.6763,0.168052,0,,35.8313,-4.0678
1334620,0.19635,0.00112,21.2618,0.0467482,-0.463394,0.3145,0.20559,39.8927,0.29342,0,,35.7529,-6.2642
1334644,0.28814,0.00118,21.5644,0.0384541,-1.76264,0.36792,-0.05984,40.7075,0.188011,0,,35.1072,-5.7725
1334645,0.24711,0.00115,20.8906,0.0352919,-0.863268,0.17486,-0.07693,40.1983,0.137434,0,,36.3796,-5.879
1334707,0.64962,0.00146,23.1583,0.0343458,0.49395,0.2515,-0.174674,42.7805,0.149571,0,,51.7764,-28.6278
1334879,0.63934,0.00518,23.67,0.0389265,-0.028619,0.26341,0.095583,42.79,0.171844,0,,52.4089,-28.2164
13354,0.15671,0.00096,20.0523,0.036293,1.04984,0.16569,0.091214,39.2087,0.210288,0,,27.5648,-0.8873
1335472,0.50593,0.00135,22.6946,0.0376049,-0.073679,0.35859,-0.047022,42.079,0.166703,0,,9.5553,-44.0495
1335564,0.60626,0.00143,23.1958,0.0694293,0.39047,0.64123,-0.043662,42.6158,0.275076,0,,35.1281,-6.4465
1335694,0.25923,0.00511,20.9447,0.042554,0.99679,0.2252,-0.034521,40.4255,0.162943,0,,42.845,-0.6485
1335717,0.30476,0.0012,21.9775,0.0300332,-0.073607,0.1224,0.039785,41.0411,0.242802,0,,52.8599,-28.3531
1335718,0.69932,0.0052,23.489,0.0330346,0.62483,0.26448,-0.146394,43.1107,0.155898,0,,52.3094,-28.3854
1335868,0.61941,0.00518,23.2034,0.0692005,1.51396,0.61272,-0.043508,42.6948,0.2753,0,,55.0891,-26.5127
1336008,0.4376,0.0013,22.1347,0.0366996,0.6708,0.32047,-0.066592,41.6253,0.16614,0,,10.3212,-43.8862
1336009,0.34169,0.00123,22.5127,0.0446453,-0.448635,0.34606,0.14044,41.2122,0.321008,0,,8.9162,-44.8937
1336453,0.18506,0.00111,20.1867,0.0375032,0.9767,0.13872,-0.078472,39.7435,0.159325,0,,40.9697,-1.2293
1336480,0.25616,0.00116,21.3864,0.0451712,-0.142041,0.30306,-0.009798,40.6458,0.194176,0,,41.7246,-1.1646
1336687,0.23391,0.00114,21.217,0.0369147,0.39192,0.1628,0.079524,40.1788,0.292139,0,,35.6058,-6.1499
13370,0.19861,0.00112,20.7934,0.0768038,0.98859,0.75263,-0.068335,40.3246,0.238597,0,,27.1515,0.3282
1337117,0.55384,0.00139,22.5608,0.0348614,0.51154,0.32638,-0.090656,42.0827,0.177409,0,,10.1815,-43.6449
1337228,0.57737,0.00141,23.282,0.0897137,-0.747352,0.7569,-0.075282,42.645,0.290949,0,,7.5248,-43.0341
1337272,0.50282,0.00135,22.8089,0.0606886,-0.986243,0.5674,-0.081994,42.161,0.218549,0,,34.1284,-5.6806
1337325,0.63873,0.00518,23.155,0.0628838,0.080251,0.59352,-0.226047,42.7804,0.261646,0,,35.135,-4.6525
1337649,0.26162,0.00116,21.1343,0.0498778,1.04854,0.18798,0.016902,40.4182,0.225542,0,,43.4044,0.5102
1337687,0.32868,0.00122,21.3855,0.030126,0.95058,0.15094,-0.135438,41.0716,0.150485,0,,55.0471,-26.9756
1337703,0.53225,0.00137,22.6167,0.0542258,-1.03663,0.46508,-0.102143,41.9821,0.221979,0,,54.8836,-26.7243
1337838,0.31203,0.0012,21.4809,0.0331779,0.99511,0.20136,-0.044098,40.9503,0.160446,0,,35.496,-6.4982
1338128,0.31179,0.0012,21.8798,0.0443346,-0.710594,0.33205,-0.015518,41.0377,0.210925,0,,8.0837,-43.7408
1338170,0.38672,0.00126,22.3452,0.0598337,-0.428011,0.64872,0.04348,41.3791,0.270807,0,,6.6699,-42.9641
1338233,0.60155,0.00143,23.4217,0.096894,-1.44643,0.92656,-0.115658,42.7562,0.394779,0,,35.1227,-5.5293
1338266,0.64852,0.00146,23.5476,0.0584045,-0.297222,0.60589,-0.114432,43.0397,0.272369,0,,34.905,-5.8691
1338278,0.56437,0.0014,23.0214,0.0577629,1.56836,0.7982,0.002736,42.3969,0.296515,0,,34.43,-4.976
1338387,0.5839,0.00517,22.8694,0.0465013,1.46332,0.50873,-0.072811,42.4199,0.199369,0,,40.4513,-0.3686
1338430,0.51726,0.00136,22.5398,0.0482806,0.46904,0.46725,-0.095133,42.0932,0.190441,0,,40.6393,-1.2547
1338471,0.53124,0.00137,23.2549,0.10761,-0.955679,1.20489,-0.047113,42.5253,0.38093,0,,41.2916,-1.5649
1338675,0.33056,0.00122,22.0275,0.0342322,0.019909,0.19015,0.022464,41.1674,0.214426,0,,36.7437,-4.9677
1339002,0.30304,0.0012,21.9936,0.0474617,-1.23765,0.38786,0.096184,40.8204,0.274703,0,,35.8305,-6.5263
1339149,0.46887,0.00132,22.6088,0.0533843,-0.263078,0.50505,0.01603,41.7631,0.234035,0,,35.555,-5.8717
1339392,0.18145,0.0011,20.0776,0.0979503,-0.480363,0.60515,-0.055085,39.3953,0.235174,0,,54.1245,-28.5698
1339450,0.55046,0.00139,23.3913,0.0822791,-0.977931,1.1025,0.078639,42.4104,0.376261,0,,53.621,-29.169
1340454,0.41995,0.00129,22.4404,0.0523321,1.40686,0.48058,0.11821,41.4394,0.294415,0,,54.7539,-27.8432
1341370,0.40895,0.00514,22.3959,0.0552182,1.09764,0.56368,0.016428,41.7002,0.240024,0,,8.9639,-44.6767
1341894,0.31303,0.0012,21.655,0.043512,-0.246054,0.36792,-0.052451,41.0061,0.176794,0,,35.3025,-4.6502
1342255,0.21899,0.00113,20.4589,0.0337705,0.4683,0.25592,-0.104301,40.0296,0.130815,0,,40.7435,-0.2674
1343208,0.49499,0.00134,22.786,0.0345673,-0.102443,0.36593,-0.010445,42.0821,0.165011,0,,52.8465,-28.5442
1343337,0.33897,0.00122,22.2332,0.0528453,0.77205,0.66735,0.15165,41.0555,0.356511,0,,54.5592,-28.7099
1343401,0.38291,0.00126,21.8298,0.0450771,0.92736,0.70522,-0.061217,41.3678,0.206585,0,,34.5721,-5.6549
1343533,0.36839,0.00125,22.3804,0.0787681,-0.892535,1.16824,-0.012944,41.5479,0.336428,0,,7.3584,-42.2673
1343759,0.50615,0.00135,22.5755,0.0283431,0.43001,0.34742,-0.096698,42.1043,0.151709,0,,51.979,-28.5644
1343871,0.63794,0.00145,23.1886,0.0700884,1.30773,1.08187,-0.197246,42.8637,0.31082,0,,43.5025,-0.3703
1345553,0.31804,0.00121,21.4564,0.0387708,0.15139,0.48452,-0.150532,41.0772,0.167213,0,,35.3447,-4.668
1345582,0.45885,0.00515,22.3713,0.0547271,0.83591,1.42695,-0.104345,41.9679,0.252185,0,,33.7065,-4.6747
1345594,0.42249,0.00129,22.0767,0.0640235,-0.033141,1.1442,-0.150611,41.6796,0.275449,0,,33.8987,-5.5998
1346137,0.36325,0.00124,22.0484,0.0458145,0.79069,0.61831,0.022532,41.364,0.215101,0,,53.2592,-26.8541
1346387,0.34446,0.00512,22.2799,0.0343326,-2.12696,0.33367,-0.031981,41.3081,0.152468,0,,52.695,-28.6493
1346956,0.3335,0.00122,21.4855,0.0443374,0.98387,0.37505,-0.073226,41.0366,0.176123,0,,54.3435,-28.8264
1346966,0.3351,0.00122,21.4482,0.0377145,0.58377,0.40161,-0.107057,41.0242,0.177927,0,,55.3407,-29.1493
1347120,0.17952,0.0051,20.6052,0.0391287,-0.438722,0.13426,0.052455,39.5509,0.280575,0,,52.8899,-28.9121
13506,0.24354,0.00104,21.5518,0.0588721,-0.152066,0.65956,0.14006,40.538,0.306318,0,,25.2433,-0.7278
13511,0.23664,0.00103,21.208,0.0478236,-1.55732,0.46524,-0.092387,40.4674,0.193131,0,,40.6124,-0.7941
13610,0.29692,0.00108,21.1458,0.0520729,0.13994,0.56351,-0.091453,40.6595,0.202621,0,,326.015,0.7263
13641,0.21794,0.00113,20.5195,0.0419258,1.023,0.28669,-0.045648,39.9942,0.174837,0,,345.219,-0.9811
13655,0.26184,0.00105,21.683,0.053023,-1.28381,0.63336,0.075467,40.6935,0.249126,0,,39.0202,-0.9942
13689,0.25043,0.00104,20.7089,0.0432549,1.16931,0.38939,-0.148856,40.4145,0.179616,0,,4.0161,0.8076
1371,0.11818,0.00093,18.8049,0.0352394,0.79096,0.096667,-0.102471,38.4157,0.127058,0,,349.374,0.4294
13727,0.22543,0.00102,20.6407,0.0589594,1.32135,0.34788,-0.041908,40.1329,0.188923,0,,317.588,0.9326
13736,0.14898,0.00096,19.7422,0.0429844,1.11597,0.16716,-0.022762,39.1606,0.17494,0,,336.833,1.031
13796,0.14747,0.00096,19.5934,0.0330593,0.79596,0.11786,-0.021491,38.9672,0.171803,0,,350.692,0.5329
13830,0.32995,0.00111,21.3955,0.0802788,1.23542,0.64992,-0.0186,40.8444,0.209813,0,,351.562,-0.3823
13835,0.24617,0.00104,20.8156,0.0373772,0.63307,0.25333,-0.077608,40.3473,0.149416,0,,6.0596,-0.2483
13894,0.12377,0.00106,20.088,0.047853,0.71922,0.16833,0.16435,38.8009,0.333367,0,,1.6906,-0.0368
13934,0.32941,0.00111,21.966,0.0925152,-0.654623,0.8847,-0.088457,41.4109,0.310571,0,,342.111,-0.4353
13956,0.26303,0.00511,22.2713,0.0932298,-1.19961,1.29038,0.089996,41.2641,0.514634,0,,20.9418,0.8167
140152,0.20879,0.00142,20.207,0.0319931,1.42408,0.16457,-0.097862,39.8798,0.15965,0,,162.393,57.6157
140181,0.10246,0.00092,18.995,0.0358725,0.78345,0.11352,0.017158,38.2511,0.199553,0,,183.738,46.845
14019,0.21521,0.00113,21.2112,0.0669858,-0.305757,0.41656,-0.015316,40.4641,0.22943,0,,316.642,-0.648
14024,0.14771,0.00096,20.2606,0.0666102,-1.92744,0.20112,0.041117,39.134,0.188785,0,,318.199,0.9163
14108,0.13477,0.00509,19.9593,0.0756887,0.24103,0.14792,0.00401,39.2366,0.199357,0,,53.5946,-1.1232
14157,0.21095,0.00113,20.2769,0.0642975,1.16426,0.27455,-0.050221,39.806,0.155718,0,,51.1367,1.0224
14212,0.2032,0.001,20.6722,0.0437269,-0.315612,0.1792,-0.026315,39.9658,0.146626,0,,330.47,1.045
14261,0.28446,0.00107,21.1194,0.0673244,0.67229,0.48056,-0.033232,40.5431,0.186562,0,,328.24,0.2538
14284,0.1805,0.00099,19.9845,0.0402184,-0.286147,0.17397,-0.06891,39.3688,0.13762,0,,49.0493,-0.6009
14298,0.26887,0.00117,21.0325,0.0544745,1.39048,0.40865,-0.083627,40.6039,0.217156,0,,314.895,1.2233
14331,0.2199,0.00102,20.9916,0.0437417,0.18256,0.30591,0.005681,40.2387,0.220195,0,,7.8887,-0.1358
14421,0.17417,0.00098,20.2,0.0321105,-0.675014,0.18883,-0.093204,39.5734,0.137128,0,,31.8299,1.2521
14437,0.14806,0.00096,19.4874,0.0524002,0.61897,0.12404,-0.097744,39.0382,0.157931,0,,332.081,-1.1964
14451,0.17737,0.0011,19.9351,0.053785,0.31635,0.17316,-0.101925,39.4771,0.138264,0,,308.195,0.9271
14456,0.32804,0.00111,21.6012,0.0716826,-0.04895,0.57986,-0.01995,41.0002,0.171833,0,,343.551,1.0507
14481,0.2422,0.00104,21.1208,0.0623283,-1.04131,0.39678,-0.153684,40.564,0.221356,0,,2.6817,0.2013
14735,0.29947,0.00108,21.4604,0.0505904,0.008509,0.43378,0.035333,40.7335,0.186464,0,,35.158,0.3484
14782,0.15931,0.00109,19.7034,0.0523867,-0.318108,0.13528,-0.014442,38.9503,0.143914,0,,314.234,-0.279
14846,0.22349,0.00102,20.6841,0.0414969,0.65798,0.29488,-0.043993,40.1511,0.167278,0,,7.6632,0.1416
14871,0.1272,0.00106,19.2189,0.0492218,1.26484,0.11312,-0.053521,38.7429,0.159508,0,,54.2771,0.0094
14979,0.17666,0.0011,19.9557,0.0504316,0.2335,0.14186,-0.115795,39.5164,0.135467,0,,54.9464,0.9928
14984,0.19557,0.00112,20.637,0.0575348,0.97928,0.33681,0.049454,39.9082,0.195934,0,,313.834,-0.0928
150254,0.27516,0.00146,21.5476,0.0345452,-0.048666,0.17131,0.069821,40.5286,0.241865,0,,183.211,47.1458
150457,0.30352,0.00148,21.3581,0.0375329,0.54176,0.28736,-0.092491,40.9204,0.142521,0,,161.353,57.2179
150509,0.29293,0.00147,21.0971,0.0436488,0.20797,0.36413,-0.154845,40.7458,0.174302,0,,241.234,54.8781
151034,0.13281,0.00138,19.128,0.0330575,0.31621,0.097702,-0.147882,38.7841,0.122177,0,,185.137,46.6661
15129,0.19621,0.001,20.4459,0.0442964,-0.68294,0.23328,-0.06814,39.7747,0.157962,0,,318.902,-0.3214
15132,0.15318,0.00096,19.5181,0.0341543,1.06523,0.15016,-0.132017,39.2175,0.127754,0,,329.7,0.1977
15161,0.24865,0.00104,20.9511,0.046844,-0.242653,0.32146,-0.05098,40.3256,0.178325,0,,35.8429,0.819
15171,0.13826,0.00107,19.4545,0.0577537,0.67029,0.14725,-0.072561,38.9503,0.15974,0,,304.793,-1.0645
15201,0.20748,0.00101,21.6221,0.0698576,-1.87784,0.79719,0.15242,40.316,0.333666,0,,337.519,0.0036
15203,0.20329,0.00101,20.4804,0.0400064,1.12434,0.2761,0.003346,39.8822,0.166845,0,,15.7347,0.1831
15213,0.31061,0.0012,21.5097,0.0775135,-0.072398,0.62448,-0.086288,40.9962,0.221391,0,,53.0191,-0.1001
15219,0.2465,0.00104,20.8027,0.0395711,-0.144574,0.38619,-0.15285,40.378,0.17135,0,,34.6111,0.2267
15222,0.19817,0.001,20.697,0.0404047,-1.31897,0.28823,0.012668,39.7561,0.182544,0,,2.8534,0.7027
15229,0.22551,0.00114,20.7712,0.04017,0.71495,0.29292,-0.034412,40.1856,0.197444,0,,4.832,1.0907
15234,0.13535,0.00095,20.2128,0.0356759,0.89204,0.20739,0.13004,39.0775,0.31333,0,,16.9583,0.8282
15259,0.2087,0.00101,20.5606,0.0469005,0.48151,0.27825,-0.004374,39.8639,0.197696,0,,337.544,-0.4078
15287,0.23639,0.00103,20.8754,0.0398002,1.111,0.3046,-0.044342,40.3805,0.155735,0,,323.96,-1.0574
15354,0.22083,0.00113,21.2664,0.0523245,-2.15343,0.50723,0.091001,40.0798,0.266821,0,,6.7737,-0.126
15356,0.27351,0.00107,21.204,0.0537294,-0.662822,0.50693,-0.017309,40.4721,0.208686,0,,335.053,0.4099
15365,0.18667,0.00099,20.2533,0.0358595,0.80934,0.23406,-0.053912,39.7559,0.144508,0,,354.557,1.2491
15369,0.23282,0.0051,20.3988,0.0384141,0.69214,0.24295,-0.042881,39.8341,0.180906,0,,348.833,-0.5626
15383,0.31506,0.0011,21.5967,0.0577825,0.13985,0.74016,-0.034455,41.0194,0.227804,0,,34.1495,-0.1552
15421,0.18459,0.00099,20.3878,0.0339364,0.20985,0.26484,-0.044165,39.7891,0.142656,0,,33.7416,0.6025
15425,0.15948,0.00097,19.6973,0.0525426,0.98515,0.1694,-0.00034,39.0908,0.143045,0,,55.5611,0.4783
15433,0.2195,0.00102,20.6886,0.039375,-0.028294,0.2707,-0.063961,40.1098,0.160031,0,,14.8796,-0.2565
15440,0.26141,0.00105,21.3311,0.0484391,-0.545934,0.53452,0.062545,40.447,0.207526,0,,39.7207,0.0901
15443,0.18136,0.00099,19.9583,0.0409523,1.58154,0.18332,-0.038573,39.4868,0.134057,0,,49.8674,-0.318
15453,0.18252,0.00111,20.3085,0.0433593,1.14628,0.25571,-0.038192,39.7821,0.177319,0,,319.668,-1.0243
15459,0.1256,0.00094,20.2955,0.0462356,0.37953,0.22191,0.11269,39.1417,0.298944,0,,340.701,-0.9018
15461,0.18493,0.00099,20.1265,0.0449205,-0.163539,0.21188,-0.109307,39.613,0.134864,0,,326.848,-0.4947
15466,0.24444,0.00104,21.1176,0.0734316,-1.06261,0.41476,0.036027,40.2064,0.221704,0,,317.645,-0.1232
15467,0.20856,0.00101,20.3503,0.0473706,0.82038,0.26734,-0.063565,39.8758,0.146778,0,,320.02,-0.1774
15508,0.13372,0.00095,19.3537,0.0302434,0.88393,0.10636,-0.059426,38.8434,0.157696,0,,27.169,-0.5766
15583,0.17443,0.0011,20.488,0.0372842,-0.19462,0.24103,0.036757,39.5546,0.230974,0,,37.7311,0.9463
15584,0.28344,0.00107,21.2141,0.057022,0.38221,0.42287,-0.04344,40.6596,0.184378,0,,43.4955,0.987
15648,0.17392,0.00098,20.8221,0.0739099,-1.3803,0.38453,0.11997,39.5986,0.318528,0,,313.718,-0.1948
15674,0.19568,0.00112,20.7804,0.0558084,-0.328952,0.31076,0.003206,39.958,0.212325,0,,340.829,0.2629
15704,0.36962,0.00114,21.8137,0.06901,0.085321,0.75488,-0.172779,41.4498,0.244353,0,,40.2107,0.6588
15776,0.31593,0.0011,21.5933,0.0550977,-2.2304,0.60327,-0.134286,40.933,0.227638,0,,32.8294,-0.9983
1580,0.18229,0.00099,20.0675,0.065852,0.89187,0.2367,-0.031183,39.5259,0.149858,0,,45.3231,-0.6441
15868,0.24986,0.00104,20.7568,0.0415629,0.32497,0.26818,-0.150652,40.3915,0.163714,0,,38.0998,-0.7136
15872,0.20562,0.00101,20.3019,0.0456764,0.76107,0.30875,-0.070773,39.8126,0.174944,0,,36.7225,-0.3278
15897,0.17374,0.00098,20.6321,0.0427796,-2.41302,0.25514,0.009375,39.5403,0.18318,0,,11.6814,-1.0329
15901,0.20382,0.00102,20.5196,0.041606,0.059763,0.26159,-0.055445,39.9041,0.171481,0,,31.9763,-0.5354
160039,0.27094,0.00146,21.2318,0.0349428,-1.16728,0.25745,-0.074508,40.4887,0.166124,0,,184.975,48.1403
160066,0.53111,0.00162,22.9837,0.0674021,2.34125,1.41714,-0.056896,42.5109,0.289268,0,,186.588,46.5959
160070,0.35909,0.00151,21.8695,0.0353194,1.1236,0.3543,-0.066643,41.4429,0.171109,0,,243.192,54.8737
160099,0.10165,0.00092,18.9294,0.0415475,0.63877,0.12725,-0.023302,38.2982,0.165557,0,,214.667,54.1831
160126,0.36034,0.00151,21.8693,0.0526934,-0.615294,0.77045,-0.000515,41.0791,0.230289,0,,163.283,57.2013
160197,0.35372,0.00151,22.0422,0.0416624,-0.217029,0.35304,-0.027099,41.3657,0.191944,0,,241.617,53.8718
160198,0.3491,0.00151,21.7405,0.044883,0.21655,0.29789,-0.095267,41.2499,0.158604,0,,242.905,53.9703
160200,0.4236,0.00155,22.8712,0.0764405,-0.195418,0.91668,0.15761,41.8403,0.400817,0,,242.608,54.1496
16021,0.12357,0.00094,19.3661,0.0320816,-0.33583,0.12847,-0.036819,38.6164,0.162163,0,,13.8437,-0.3888
16032,0.20331,0.00112,20.5278,0.0476505,-0.740612,0.23563,-0.103496,39.9277,0.173799,0,,44.0692,-0.4108
16069,0.12706,0.00094,19.8717,0.0432431,0.89709,0.22289,0.16215,38.8125,0.259679,0,,341.246,-1.0066
16072,0.28446,0.00107,21.285,0.0711094,0.25329,0.65465,-0.028769,40.6919,0.20709,0,,3.1244,-0.9773
16073,0.15357,0.00096,19.9937,0.0304166,0.73651,0.19081,-0.022417,39.3639,0.175468,0,,8.1078,-1.054
16093,0.3345,0.00111,21.6069,0.0780356,1.02797,0.76833,-0.055892,41.1204,0.23572,0,,350.362,1.1325
16100,0.18908,0.00111,20.8192,0.0496126,-0.349949,0.36937,0.064558,39.8089,0.256269,0,,30.4363,-1.0324
16106,0.24983,0.00116,20.8044,0.0671444,-0.557487,0.39614,-0.140879,40.2961,0.206796,0,,332.089,-1.1488
16116,0.15526,0.00096,19.7176,0.0328198,0.53168,0.30128,-0.106952,39.278,0.157843,0,,355.302,-1.1058
16165,0.1742,0.0011,19.881,0.0323402,0.35241,0.23467,-0.071679,39.3317,0.154309,0,,30.7331,-0.5339
16206,0.15856,0.00097,20.1411,0.0376729,-2.62037,0.57762,-0.0204,39.0794,0.163715,0,,5.7882,-0.0536
16211,0.30949,0.00109,21.8823,0.0979625,-1.95275,0.79923,0.017108,41.0177,0.300429,0,,348.164,0.2669
16213,0.2509,0.00511,20.8704,0.0406023,0.28207,0.44257,-0.099283,40.3873,0.202604,0,,8.9711,0.2584
16232,0.37436,0.00115,21.9013,0.0880741,-0.021827,0.88417,-0.119822,41.4722,0.234786,0,,17.2054,-0.9896
16259,0.11792,0.00093,19.7957,0.0370156,-1.4998,0.22217,0.078972,38.6088,0.214419,0,,352.03,0.8564
16276,0.19413,0.0051,20.4877,0.0390767,0.003506,0.57707,-0.029701,39.7983,0.218857,0,,20.5787,1.0106
16281,0.18522,0.00099,20.2211,0.0393127,-0.815183,0.54911,-0.077207,39.5427,0.172189,0,,352.942,-0.6681
16350,0.23693,0.00103,20.8949,0.0472588,-0.956479,0.59643,-0.086052,40.2279,0.210237,0,,323.639,-0.8858
16482,0.20948,0.00101,20.8143,0.0560926,-2.22105,1.17739,-0.022826,39.8413,0.262138,0,,328.71,0.9337
1688,0.35774,0.00113,21.9161,0.0939356,0.38041,1.33535,-0.014913,41.3574,0.291964,0,,321.358,0.3245
170078,0.32096,0.00149,21.886,0.0539106,-1.1083,0.5436,-0.100745,41.2315,0.207296,0,,186.183,47.6681
170428,0.3002,0.00147,21.8186,0.0432867,-0.985644,0.23041,-0.02004,40.9837,0.198158,0,,243.619,54.003
17168,0.18389,0.00099,20.3566,0.0449635,0.54542,0.3148,-0.038296,39.752,0.19743,0,,339.724,-1.1671
17186,0.07875,0.0009,18.9969,0.0381544,0.62903,0.14817,0.11553,38.0154,0.239252,0,,31.6128,-0.8995
